price,area,level,market,building,num_of_rooms,city,district,price_per_m2
299000.0,32.0,0,Wtórny,Blok,2 pokoje,Białystok, Przydworcowe,9344.0
480000.0,57.0,2,Wtórny,Blok,3 pokoje,Białystok, Nowe Miasto,8421.0
560000.0,49.0,2,Wtórny,Blok,3 pokoje,Białystok, Wygoda,11429.0
366000.0,29.5,4,Wtórny,Blok,2 pokoje,Białystok, Piaski,12407.0
850000.0,67.7,4,Wtórny,Blok,3 pokoje,Białystok, Sienkiewicza,12555.0
410000.0,39.0,5,Wtórny,Blok,2 pokoje,Białystok, Antoniuk,10513.0
550000.0,49.03,2,Wtórny,Blok,3 pokoje,Białystok, Wygoda,11218.0
390000.0,39.0,4,Wtórny,Blok,1 pokój,Białystok, Centrum,10000.0
960000.0,80.0,5,Wtórny,Apartamentowiec,3 pokoje,Białystok, Nowe Miasto,12000.0
849000.0,71.0,0,Wtórny,Blok,4 i więcej,Białystok, Nowe Miasto,11958.0
449000.0,52.4,4,Wtórny,Blok,2 pokoje,Białystok, Leśna Dolina,8569.0
729000.0,59.35,2,Wtórny,Blok,3 pokoje,Białystok, Bojary,12283.0
380000.0,35.58,3,Wtórny,Blok,1 pokój,Białystok, Centrum,10680.0
369000.0,34.0,2,Wtórny,Kamienica,1 pokój,Białystok, Centrum,10853.0
455000.0,47.7,3,Wtórny,Blok,2 pokoje,Białystok, Dziesięciny II,9539.0
370000.0,36.3,3,Wtórny,Blok,2 pokoje,Białystok, Antoniuk,10193.0
570000.0,63.94,4,Wtórny,Blok,4 i więcej,Białystok, Bojary,8915.0
530000.0,42.5,4,Wtórny,Blok,1 pokój,Białystok, Nowe Miasto,12471.0
347000.0,42.0,0,Wtórny,Blok,2 pokoje,Białystok, Antoniuk,8262.0
518500.0,61.0,0,Wtórny,Blok,3 pokoje,Białystok, Centrum,8500.0
399000.0,47.0,0,Wtórny,Blok,2 pokoje,Białystok, Centrum,8489.0
486000.0,54.1,1,Wtórny,Blok,3 pokoje,Białystok, Antoniuk,8983.0
330000.0,36.4,6,Wtórny,Blok,2 pokoje,Białystok, Przydworcowe,9066.0
639000.0,80.2,4,Wtórny,Blok,3 pokoje,Białystok, Dziesięciny I,7968.0
420000.0,49.0,1,Wtórny,Blok,3 pokoje,Białystok, Jaroszówka,8571.0
820000.0,110.0,1,Wtórny,Pozostałe,4 i więcej,Białystok, Dziesięciny I,7455.0
449000.0,60.6,0,Pierwotny,Pozostałe,3 pokoje,Białystok, Bacieczki,7409.0
420000.0,43.51,1,Pierwotny,Apartamentowiec,2 pokoje,Białystok, Białostoczek,9653.0
327000.0,24.0,1,Wtórny,Blok,1 pokój,Białystok, Centrum,13625.0
449000.0,60.0,4,Wtórny,Blok,3 pokoje,Białystok, Wysoki Stoczek,7483.0
499000.0,48.69,3,Wtórny,Blok,2 pokoje,Białystok, Leśna Dolina,10249.0
420000.0,35.6,4,Wtórny,Blok,2 pokoje,Białystok, Piaski,11798.0
580000.0,52.0,4,Wtórny,Blok,3 pokoje,Białystok, Piaski,11154.0
569000.0,45.0,0,Wtórny,Blok,2 pokoje,Białystok, Wygoda,12644.0
450000.0,60.45,4,Wtórny,Blok,3 pokoje,Białystok, Dziesięciny II,7444.0
550000.0,42.73,3,Wtórny,Blok,2 pokoje,Białystok, Bema,12872.0
540000.0,63.0,2,Wtórny,Blok,3 pokoje,Białystok, Leśna Dolina,8571.0
409000.0,32.2,0,Wtórny,Blok,2 pokoje,Białystok, Zielone Wzgórza,12702.0
480000.0,54.5,1,Wtórny,Blok,2 pokoje,Białystok, Centrum,8807.0
519000.0,48.4,4,Wtórny,Blok,3 pokoje,Białystok, Białostoczek,10723.0
620000.0,38.0,4,Wtórny,Apartamentowiec,2 pokoje,Białystok, Centrum,16316.0
510000.0,48.2,2,Wtórny,Blok,2 pokoje,Białystok, Bacieczki,10581.0
490000.0,56.0,2,Wtórny,Blok,3 pokoje,Białystok, Nowe Miasto,8750.0
350000.0,36.0,7,Wtórny,Blok,2 pokoje,Białystok, Antoniuk,9722.0
390000.0,34.4,5,Wtórny,Blok,2 pokoje,Białystok, Centrum,11337.0
485000.0,44.0,4,Wtórny,Blok,2 pokoje,Białystok, Centrum,11023.0
700000.0,65.94,1,Wtórny,Blok,3 pokoje,Białystok, Antoniuk,10616.0
530000.0,51.2,4,Wtórny,Blok,2 pokoje,Białystok, Centrum,10352.0
649000.0,56.0,1,Wtórny,Blok,3 pokoje,Białystok, Bojary,11589.0
799000.0,70.0,1,Wtórny,Kamienica,4 i więcej,Białystok, Centrum,11414.0
360000.0,46.0,2,Wtórny,Blok,2 pokoje,Białystok, Bacieczki,7826.0
408000.0,47.9,1,Wtórny,Blok,3 pokoje,Białystok, Bema,8518.0
340000.0,46.14,Poddasze,Wtórny,Blok,2 pokoje,Białystok, Centrum,7369.0
306000.0,25.0,7,Wtórny,Blok,1 pokój,Białystok, Centrum,12240.0
569000.0,51.7,4,Wtórny,Blok,3 pokoje,Białystok, Leśna Dolina,11006.0
560000.0,45.0,7,Wtórny,Blok,2 pokoje,Białystok, Nowe Miasto,12444.0
450000.0,47.1,8,Wtórny,Blok,2 pokoje,Białystok, Dziesięciny II,9554.0
529900.0,54.0,1,Wtórny,Blok,3 pokoje,Białystok, Dziesięciny I,9813.0
530000.0,56.0,2,Wtórny,Blok,3 pokoje,Białystok, Nowe Miasto,9464.0
530000.0,57.0,2,Wtórny,Blok,3 pokoje,Białystok, Przydworcowe,9298.0
999000.0,84.0,4,Wtórny,Apartamentowiec,4 i więcej,Białystok, Centrum,11893.0
399000.0,36.6,2,Wtórny,Kamienica,1 pokój,Białystok, Centrum,10902.0
485000.0,48.0,2,Wtórny,Blok,2 pokoje,Białystok, Słoneczny Stok,10104.0
498000.0,55.3,3,Wtórny,Blok,3 pokoje,Białystok, Bojary,9005.0
430000.0,46.0,1,Wtórny,Blok,2 pokoje,Białystok, Skorupy,9348.0
515000.0,61.0,0,Wtórny,Blok,3 pokoje,Białystok, Dziesięciny I,8443.0
859000.0,60.05,7,Wtórny,Apartamentowiec,3 pokoje,Białystok, Centrum,14305.0
439000.0,50.05,1,Wtórny,Blok,2 pokoje,Białystok, Centrum,8771.0
433000.0,42.0,2,Wtórny,Kamienica,1 pokój,Białystok, Centrum,10310.0
550000.0,60.0,8,Wtórny,Blok,3 pokoje,Białystok, Dziesięciny II,9167.0
549000.0,48.3,8,Wtórny,Blok,3 pokoje,Białystok, Centrum,11366.0
699997.0,64.56,1,Pierwotny,Blok,3 pokoje,Białystok, Centrum,10843.0
870000.0,65.0,5,Wtórny,Apartamentowiec,3 pokoje,Białystok, Nowe Miasto,13385.0
400000.0,42.44,4,Wtórny,Blok,2 pokoje,Białystok, Nowe Miasto,9425.0
325000.0,27.0,3,Wtórny,Blok,1 pokój,Białystok, Antoniuk,12037.0
284000.0,24.4,>10,Wtórny,Blok,1 pokój,Białystok, Piasta I,11639.0
491900.0,52.3,3,Wtórny,Blok,3 pokoje,Białystok, Leśna Dolina,9405.0
530000.0,52.0,0,Wtórny,Blok,3 pokoje,Białystok, Słoneczny Stok,10192.0
1050000.0,57.0,5,Pierwotny,Apartamentowiec,2 pokoje,Białystok, Centrum,18421.0
420000.0,48.6,2,Wtórny,Blok,2 pokoje,Białystok, Białostoczek,8642.0
310000.0,28.5,4,Wtórny,Blok,1 pokój,Białystok, Nowe Miasto,10877.0
770000.0,58.0,1,Wtórny,Blok,4 i więcej,Białystok, Bojary,13276.0
319000.0,38.0,1,Wtórny,Blok,2 pokoje,Białystok, Antoniuk,8395.0
419000.0,39.0,2,Wtórny,Blok,2 pokoje,Białystok, Słoneczny Stok,10744.0
415000.0,37.0,4,Wtórny,Blok,2 pokoje,Białystok, Centrum,11216.0
450000.0,37.9,5,Wtórny,Blok,2 pokoje,Katowice, Osiedle Tysiąclecia,11873.0
500000.0,50.0,1,Wtórny,Blok,2 pokoje,Katowice, Ligota-Panewniki,10000.0
375000.0,30.0,1,Pierwotny,Kamienica,2 pokoje,Katowice, Śródmieście,12500.0
309960.0,32.8,3,Wtórny,Kamienica,2 pokoje,Katowice, Śródmieście,9450.0
399000.0,42.0,4,Wtórny,Blok,3 pokoje,Katowice, Załęska Hałda-Brynów cz. Zach.,9500.0
340000.0,46.4,0,Wtórny,Blok,2 pokoje,Katowice, Kostuchna,7328.0
490000.0,82.45,10,Wtórny,Blok,4 i więcej,Katowice, Bogucice,5943.0
680000.0,45.85,1,Wtórny,Apartamentowiec,2 pokoje,Katowice, Osiedle Paderewskiego-Muchowiec,14831.0
309000.0,28.0,0,Wtórny,Blok,1 pokój,Katowice, Piotrowice-Ochojec,11036.0
440000.0,42.2,1,Wtórny,Blok,2 pokoje,Katowice, Dąb,10427.0
310000.0,38.0,9,Wtórny,Blok,2 pokoje,Katowice, Śródmieście,8158.0
435000.0,47.3,3,Wtórny,Blok,2 pokoje,Katowice, Śródmieście,9197.0
800000.0,78.9,10,Wtórny,Blok,4 i więcej,Katowice, Osiedle Paderewskiego-Muchowiec,10139.0
430000.0,48.0,0,Wtórny,Blok,2 pokoje,Katowice, Piotrowice-Ochojec,8958.0
349000.0,39.74,3,Wtórny,Blok,1 pokój,Katowice, Ligota-Panewniki,8782.0
395000.0,53.0,3,Wtórny,Blok,2 pokoje,Katowice, Osiedle Tysiąclecia,7453.0
429000.0,56.0,4,Wtórny,Blok,3 pokoje,Katowice, Giszowiec,7661.0
249000.0,29.0,0,Wtórny,Kamienica,1 pokój,Katowice, Załęże,8586.0
360000.0,38.0,5,Wtórny,Blok,2 pokoje,Katowice, Śródmieście,9474.0
727000.0,77.2,0,Wtórny,Apartamentowiec,3 pokoje,Katowice, Śródmieście,9417.0
264000.0,42.78,2,Wtórny,Blok,2 pokoje,Katowice, Janów-Nikiszowiec,6171.0
410000.0,43.0,5,Wtórny,Blok,2 pokoje,Katowice, Osiedle Paderewskiego-Muchowiec,9535.0
285000.0,47.48,2,Wtórny,Blok,2 pokoje,Katowice, Giszowiec,6003.0
599000.0,73.0,4,Wtórny,Kamienica,3 pokoje,Katowice, Osiedle Paderewskiego-Muchowiec,8205.0
281000.0,35.14,0,Wtórny,Kamienica,2 pokoje,Katowice, Dąbrówka Mała,7997.0
695000.0,72.0,3,Wtórny,Blok,3 pokoje,Katowice, Wełnowiec-Józefowiec,9653.0
215000.0,30.6,4,Wtórny,Blok,1 pokój,Katowice, Murcki,7026.0
315000.0,39.0,2,Wtórny,Blok,2 pokoje,Katowice, Szopienice-Burowiec,8077.0
350000.0,48.11,3,Wtórny,Blok,2 pokoje,Katowice, Ligota-Panewniki,7275.0
630000.0,53.96,1,Wtórny,Kamienica,3 pokoje,Katowice, Janów-Nikiszowiec,11675.0
285000.0,34.0,3,Wtórny,Blok,1 pokój,Katowice, Wełnowiec-Józefowiec,8382.0
350000.0,53.29,8,Wtórny,Blok,3 pokoje,Katowice, Giszowiec,6568.0
485000.0,59.0,>10,Wtórny,Blok,3 pokoje,Katowice, Osiedle Tysiąclecia,8220.0
340000.0,49.29,1,Wtórny,Blok,2 pokoje,Katowice, Ligota-Panewniki,6898.0
295000.0,34.11,3,Wtórny,Kamienica,2 pokoje,Katowice, Śródmieście,8648.0
390000.0,54.64,5,Wtórny,Blok,2 pokoje,Katowice, Ligota-Panewniki,7138.0
360000.0,63.6,2,Wtórny,Kamienica,2 pokoje,Katowice, Janów-Nikiszowiec,5660.0
489000.0,78.0,0,Wtórny,Blok,4 i więcej,Katowice, Podlesie,6269.0
1375000.0,76.21,6,Wtórny,Apartamentowiec,3 pokoje,Katowice, Bogucice,18042.0
790000.0,70.0,0,Wtórny,Apartamentowiec,3 pokoje,Katowice, Piotrowice-Ochojec,11286.0
480000.0,50.5,2,Wtórny,Blok,3 pokoje,Katowice, Piotrowice-Ochojec,9505.0
360000.0,50.3,2,Wtórny,Blok,2 pokoje,Katowice, Zawodzie,7157.0
420000.0,70.0,0,Wtórny,Kamienica,3 pokoje,Katowice, Janów-Nikiszowiec,6000.0
390000.0,52.3,6,Wtórny,Blok,3 pokoje,Katowice, Brynów-cz. Wsch.-Osiedle Zgrzebioka,7457.0
649000.0,60.0,>10,Wtórny,Blok,3 pokoje,Katowice, Bogucice,10817.0
420000.0,52.2,7,Wtórny,Blok,3 pokoje,Katowice, Giszowiec,8046.0
399000.0,50.59,2,Wtórny,Blok,2 pokoje,Katowice, Piotrowice-Ochojec,7887.0
490000.0,26.0,>10,Wtórny,Apartamentowiec,1 pokój,Katowice, Załęże,18846.0
399000.0,60.0,0,Wtórny,Blok,3 pokoje,Katowice, Koszutka,6650.0
146000.0,40.0,0,Wtórny,Kamienica,1 pokój,Katowice, Szopienice-Burowiec,3650.0
550000.0,43.0,0,Wtórny,Pozostałe,3 pokoje,Katowice, Zarzecze,12791.0
439000.0,53.0,1,Wtórny,Blok,2 pokoje,Katowice, Osiedle Tysiąclecia,8283.0
425000.0,42.7,2,Wtórny,Blok,3 pokoje,Katowice, Piotrowice-Ochojec,9953.0
320000.0,44.5,4,Wtórny,Blok,2 pokoje,Katowice, Wełnowiec-Józefowiec,7191.0
380550.0,50.74,3,Wtórny,Blok,2 pokoje,Katowice, Piotrowice-Ochojec,7500.0
360000.0,49.33,9,Wtórny,Blok,3 pokoje,Katowice, Szopienice-Burowiec,7298.0
290000.0,38.0,4,Wtórny,Blok,2 pokoje,Katowice, Wełnowiec-Józefowiec,7632.0
585000.0,45.45,3,Wtórny,Apartamentowiec,2 pokoje,Katowice, Osiedle Paderewskiego-Muchowiec,12871.0
300000.0,38.0,3,Wtórny,Blok,2 pokoje,Katowice, Śródmieście,7895.0
254760.0,25.4,2,Wtórny,Kamienica,1 pokój,Katowice, Śródmieście,10030.0
385000.0,43.0,7,Wtórny,Blok,2 pokoje,Katowice, Śródmieście,8953.0
299000.0,45.0,2,Wtórny,Kamienica,3 pokoje,Katowice, Zawodzie,6644.0
443000.0,49.26,3,Wtórny,Blok,2 pokoje,Katowice, Piotrowice-Ochojec,8993.0
425000.0,51.3,10,Wtórny,Blok,2 pokoje,Katowice, Zawodzie,8285.0
839000.0,72.1,2,Wtórny,Apartamentowiec,3 pokoje,Katowice, Piotrowice-Ochojec,11637.0
349000.0,42.0,3,Pierwotny,Blok,2 pokoje,Katowice, Dąbrówka Mała,8310.0
239000.0,25.5,3,Wtórny,Blok,1 pokój,Katowice, Bogucice,9373.0
575000.0,71.4,0,Wtórny,Blok,3 pokoje,Katowice, Ligota-Panewniki,8053.0
205000.0,23.0,3,Wtórny,Blok,1 pokój,Katowice, Dąb,8913.0
390000.0,47.2,4,Wtórny,Kamienica,2 pokoje,Katowice, Śródmieście,8263.0
300000.0,40.65,4,Wtórny,Kamienica,1 pokój,Katowice, Śródmieście,7380.0
350000.0,48.0,4,Wtórny,Blok,3 pokoje,Katowice, Wełnowiec-Józefowiec,7292.0
349000.0,35.0,2,Wtórny,Kamienica,2 pokoje,Katowice, Śródmieście,9971.0
360000.0,45.0,2,Pierwotny,Blok,2 pokoje,Katowice, Bogucice,8000.0
320000.0,53.44,3,Wtórny,Blok,3 pokoje,Katowice, Janów-Nikiszowiec,5988.0
380000.0,49.0,1,Wtórny,Blok,2 pokoje,Katowice, Koszutka,7755.0
230000.0,48.0,4,Wtórny,Blok,2 pokoje,Katowice, Janów-Nikiszowiec,4792.0
528000.0,40.0,5,Wtórny,Blok,2 pokoje,Katowice, Wełnowiec-Józefowiec,13200.0
410000.0,35.0,0,Pierwotny,Blok,1 pokój,Katowice, Ligota-Panewniki,11714.0
440000.0,46.0,>10,Wtórny,Blok,2 pokoje,Katowice, Śródmieście,9565.0
839000.0,123.0,1,Wtórny,Kamienica,3 pokoje,Katowice, Śródmieście,6821.0
608000.0,60.8,0,Wtórny,Kamienica,2 pokoje,Katowice, Janów-Nikiszowiec,10000.0
407000.0,45.0,8,Wtórny,Blok,2 pokoje,Katowice, Osiedle Paderewskiego-Muchowiec,9044.0
525000.0,66.5,8,Wtórny,Blok,3 pokoje,Katowice, Zawodzie,7895.0
990000.0,148.67,2,Wtórny,Kamienica,4 i więcej,Katowice, Śródmieście,6659.0
582000.0,50.68,4,Wtórny,Blok,2 pokoje,Katowice, Dąb,11484.0
558000.0,62.0,2,Wtórny,Blok,3 pokoje,Katowice, Piotrowice-Ochojec,9000.0
479000.0,62.8,>10,Wtórny,Blok,3 pokoje,Katowice, Wełnowiec-Józefowiec,7627.0
250000.0,30.0,2,Wtórny,Blok,2 pokoje,Katowice, Kostuchna,8333.0
514000.0,42.23,1,Wtórny,Apartamentowiec,2 pokoje,Katowice, Brynów-cz. Wsch.-Osiedle Zgrzebioka,12171.0
450000.0,64.0,4,Wtórny,Blok,3 pokoje,Katowice, Ligota-Panewniki,7031.0
439000.0,58.3,4,Wtórny,Kamienica,3 pokoje,Katowice, Śródmieście,7530.0
359000.0,27.0,5,Wtórny,Apartamentowiec,1 pokój,Katowice, Osiedle Paderewskiego-Muchowiec,13296.0
405000.0,46.5,4,Wtórny,Blok,2 pokoje,Katowice, Koszutka,8710.0
449000.0,61.0,0,Wtórny,Blok,3 pokoje,Katowice, Osiedle Witosa,7361.0
459000.0,55.0,6,Wtórny,Blok,3 pokoje,Katowice, Ligota-Panewniki,8345.0
590000.0,122.62,1,Wtórny,Kamienica,4 i więcej,Katowice, Kostuchna,4812.0
390000.0,55.0,1,Wtórny,Blok,3 pokoje,Katowice, Załęska Hałda-Brynów cz. Zach.,7091.0
323000.0,40.5,1,Wtórny,Blok,2 pokoje,Katowice, Bogucice,7975.0
379000.0,44.4,8,Wtórny,Blok,3 pokoje,Katowice, Osiedle Tysiąclecia,8536.0
465000.0,50.04,1,Wtórny,Blok,2 pokoje,Katowice, Ligota-Panewniki,9293.0
430000.0,73.0,1,Wtórny,Kamienica,3 pokoje,Katowice, Załęże,5890.0
840000.0,67.58,1,Wtórny,Apartamentowiec,3 pokoje,Katowice, Dąb,12430.0
315000.0,38.0,2,Wtórny,Apartamentowiec,1 pokój,Katowice, Ligota-Panewniki,8289.0
387000.0,54.0,4,Wtórny,Blok,3 pokoje,Katowice, Piotrowice-Ochojec,7167.0
219000.0,33.0,2,Wtórny,Kamienica,2 pokoje,Katowice, Dąbrówka Mała,6636.0
385000.0,51.0,2,Wtórny,Blok,2 pokoje,Katowice, Piotrowice-Ochojec,7549.0
438000.0,90.0,3,Wtórny,Pozostałe,2 pokoje,Katowice, Murcki,4867.0
1125000.0,113.0,2,Wtórny,Kamienica,4 i więcej,Katowice, Śródmieście,9956.0
399999.0,40.0,1,Wtórny,Kamienica,4 i więcej,Katowice, Śródmieście,10000.0
459000.0,62.5,2,Wtórny,Kamienica,2 pokoje,Katowice, Janów-Nikiszowiec,7344.0
490000.0,48.65,4,Wtórny,Blok,2 pokoje,Katowice, Osiedle Witosa,10072.0
490000.0,59.0,8,Wtórny,Blok,3 pokoje,Katowice, Osiedle Tysiąclecia,8305.0
399999.0,54.0,2,Wtórny,Blok,3 pokoje,Katowice, Ligota-Panewniki,7407.0
568462.0,50.53,1,Wtórny,Blok,2 pokoje,Rzeszów,-,11250.0
655000.0,64.36,1,Pierwotny,Blok,3 pokoje,Rzeszów,-,10177.0
368000.0,32.5,0,Wtórny,Blok,1 pokój,Rzeszów,-,11323.0
599000.0,50.0,3,Wtórny,Blok,3 pokoje,Rzeszów,-,11980.0
315000.0,20.0,3,Wtórny,Blok,1 pokój,Rzeszów,-,15750.0
569000.0,48.0,2,Wtórny,Blok,3 pokoje,Rzeszów,-,11854.0
589000.0,51.0,4,Wtórny,Blok,2 pokoje,Rzeszów,-,11549.0
599000.0,52.0,0,Wtórny,Blok,3 pokoje,Rzeszów,-,11519.0
980000.0,69.47,>10,Wtórny,Apartamentowiec,3 pokoje,Rzeszów,-,14107.0
599000.0,60.0,1,Wtórny,Blok,3 pokoje,Rzeszów,-,9983.0
630000.0,50.0,1,Wtórny,Blok,3 pokoje,Rzeszów,-,12600.0
795000.0,62.0,0,Wtórny,Blok,3 pokoje,Rzeszów,-,12823.0
420000.0,42.7,1,Wtórny,Blok,2 pokoje,Rzeszów,-,9836.0
420000.0,39.0,4,Wtórny,Blok,2 pokoje,Rzeszów,-,10769.0
459000.0,42.0,0,Wtórny,Kamienica,1 pokój,Rzeszów,-,10929.0
485317.0,54.53,1,Pierwotny,Blok,3 pokoje,Rzeszów,-,8900.0
457000.0,31.0,0,Wtórny,Apartamentowiec,1 pokój,Rzeszów,-,14742.0
625000.0,67.6,7,Wtórny,Blok,3 pokoje,Rzeszów,-,9246.0
449000.0,63.0,1,Pierwotny,Pozostałe,4 i więcej,Rzeszów,-,7127.0
649000.0,65.0,1,Wtórny,Pozostałe,3 pokoje,Rzeszów,-,9985.0
498000.0,49.5,0,Wtórny,Blok,2 pokoje,Rzeszów,-,10061.0
678600.0,78.0,>10,Wtórny,Blok,3 pokoje,Rzeszów,-,8700.0
485000.0,61.1,1,Wtórny,Blok,4 i więcej,Rzeszów,-,7938.0
665000.0,62.17,3,Wtórny,Blok,4 i więcej,Rzeszów,-,10696.0
655000.0,64.82,3,Wtórny,Blok,3 pokoje,Rzeszów,-,10105.0
769000.0,75.49,1,Wtórny,Pozostałe,4 i więcej,Rzeszów,-,10187.0
479000.0,41.4,0,Wtórny,Blok,2 pokoje,Rzeszów,-,11570.0
435000.0,52.0,0,Wtórny,Blok,3 pokoje,Rzeszów,-,8365.0
775000.0,54.0,2,Wtórny,Blok,3 pokoje,Rzeszów,-,14352.0
580000.0,37.1,>10,Wtórny,Apartamentowiec,1 pokój,Rzeszów,-,15633.0
539000.0,47.95,5,Wtórny,Blok,3 pokoje,Rzeszów,-,11241.0
588000.0,49.0,1,Wtórny,Blok,2 pokoje,Rzeszów,-,12000.0
915000.0,86.16,4,Wtórny,Blok,3 pokoje,Rzeszów,-,10620.0
570000.0,59.0,2,Wtórny,Blok,3 pokoje,Rzeszów,-,9661.0
655000.0,78.0,4,Wtórny,Blok,4 i więcej,Rzeszów,-,8397.0
725000.0,72.0,0,Wtórny,Blok,4 i więcej,Rzeszów,-,10069.0
550000.0,44.3,0,Wtórny,Blok,2 pokoje,Rzeszów,-,12415.0
1093750.0,87.5,1,Wtórny,Apartamentowiec,4 i więcej,Rzeszów,-,12500.0
459000.0,43.0,1,Wtórny,Blok,2 pokoje,Rzeszów,-,10674.0
469000.0,160.0,1,Wtórny,Pozostałe,4 i więcej,Rzeszów,-,2931.0
605000.0,61.5,3,Wtórny,Apartamentowiec,3 pokoje,Rzeszów,-,9837.0
340000.0,29.7,1,Wtórny,Blok,2 pokoje,Rzeszów,-,11448.0
980000.0,83.0,3,Pierwotny,Apartamentowiec,4 i więcej,Rzeszów,-,11807.0
849999.0,57.0,3,Wtórny,Blok,3 pokoje,Rzeszów,-,14912.0
459000.0,40.0,0,Wtórny,Blok,2 pokoje,Rzeszów,-,11475.0
650000.0,54.1,1,Wtórny,Blok,2 pokoje,Rzeszów,-,12015.0
649000.0,64.0,3,Wtórny,Blok,4 i więcej,Rzeszów,-,10141.0
650000.0,50.0,5,Wtórny,Blok,3 pokoje,Rzeszów,-,13000.0
549000.0,62.0,4,Wtórny,Blok,3 pokoje,Rzeszów,-,8855.0
730000.0,62.14,0,Wtórny,Blok,3 pokoje,Rzeszów,-,11748.0
640000.0,63.1,3,Wtórny,Blok,3 pokoje,Rzeszów,-,10143.0
530000.0,50.0,0,Wtórny,Blok,2 pokoje,Rzeszów,-,10600.0
494000.0,52.73,2,Wtórny,Kamienica,2 pokoje,Rzeszów,-,9368.0
650000.0,52.77,2,Wtórny,Blok,3 pokoje,Rzeszów,-,12318.0
749000.0,60.0,1,Wtórny,Blok,4 i więcej,Rzeszów,-,12483.0
609000.0,72.32,0,Wtórny,Kamienica,4 i więcej,Rzeszów,-,8421.0
725000.0,74.0,0,Wtórny,Blok,4 i więcej,Rzeszów,-,9797.0
720000.0,45.0,2,Wtórny,Apartamentowiec,2 pokoje,Rzeszów,-,16000.0
750000.0,42.0,2,Wtórny,Apartamentowiec,3 pokoje,Rzeszów,-,17857.0
849000.0,85.39,1,Wtórny,Apartamentowiec,4 i więcej,Rzeszów,-,9943.0
599000.0,54.0,10,Wtórny,Blok,3 pokoje,Rzeszów,-,11093.0
742000.0,53.0,2,Wtórny,Blok,2 pokoje,Rzeszów,-,14000.0
570000.0,52.6,7,Wtórny,Blok,3 pokoje,Rzeszów,-,10837.0
535000.0,44.0,1,Wtórny,Apartamentowiec,2 pokoje,Rzeszów,-,12159.0
499000.0,64.0,3,Wtórny,Blok,3 pokoje,Rzeszów,-,7797.0
460200.0,39.0,0,Wtórny,Apartamentowiec,2 pokoje,Rzeszów,-,11800.0
790000.0,80.0,1,Wtórny,Pozostałe,4 i więcej,Rzeszów,-,9875.0
980000.0,80.0,2,Wtórny,Apartamentowiec,4 i więcej,Rzeszów,-,12250.0
429000.0,39.7,1,Wtórny,Blok,2 pokoje,Rzeszów,-,10806.0
645000.0,55.85,2,Wtórny,Blok,2 pokoje,Rzeszów,-,11549.0
505000.0,44.0,1,Wtórny,Blok,2 pokoje,Rzeszów,-,11477.0
445000.0,50.0,3,Wtórny,Blok,3 pokoje,Rzeszów,-,8900.0
695607.0,65.01,6,Pierwotny,Apartamentowiec,3 pokoje,Rzeszów,-,10700.0
390000.0,28.4,0,Wtórny,Blok,1 pokój,Rzeszów,-,13732.0
695000.0,75.0,2,Wtórny,Blok,4 i więcej,Rzeszów,-,9267.0
745000.0,44.0,3,Wtórny,Apartamentowiec,2 pokoje,Rzeszów,-,16932.0
1080000.0,90.0,1,Wtórny,Blok,4 i więcej,Rzeszów,-,12000.0
700000.0,65.0,7,Wtórny,Blok,3 pokoje,Rzeszów,-,10769.0
620000.0,100.0,0,Pierwotny,Pozostałe,4 i więcej,Rzeszów,-,6200.0
849000.0,70.0,6,Wtórny,Apartamentowiec,2 pokoje,Rzeszów,-,12129.0
659000.0,51.6,1,Wtórny,Blok,2 pokoje,Rzeszów,-,12771.0
519000.0,40.96,0,Wtórny,Blok,2 pokoje,Rzeszów,-,12671.0
323000.0,26.0,4,Wtórny,Blok,1 pokój,Rzeszów,-,12423.0
830300.0,71.01,2,Wtórny,Blok,3 pokoje,Rzeszów,-,11693.0
549000.0,43.0,2,Wtórny,Blok,2 pokoje,Rzeszów,-,12767.0
415000.0,30.5,8,Wtórny,Blok,2 pokoje,Rzeszów,-,13607.0
660000.0,75.44,3,Wtórny,Blok,3 pokoje,Rzeszów,-,8749.0
625000.0,75.42,1,Pierwotny,Blok,4 i więcej,Rzeszów,-,8287.0
829000.0,63.3,8,Wtórny,Blok,3 pokoje,Rzeszów,-,13096.0
345000.0,25.0,2,Wtórny,Blok,1 pokój,Rzeszów,-,13800.0
499000.0,39.0,0,Wtórny,Blok,2 pokoje,Rzeszów,-,12795.0
547000.0,45.0,2,Wtórny,Blok,2 pokoje,Rzeszów,-,12156.0
649000.0,61.5,3,Wtórny,Blok,4 i więcej,Rzeszów,-,10553.0
579000.0,51.0,3,Wtórny,Blok,2 pokoje,Rzeszów,-,11353.0
580000.0,63.9,6,Wtórny,Blok,3 pokoje,Rzeszów,-,9077.0
575000.0,54.0,1,Wtórny,Blok,3 pokoje,Gdynia, Chylonia,10648.0
985000.0,51.0,1,Wtórny,Kamienica,3 pokoje,Gdynia, Śródmieście,19314.0
700000.0,68.0,1,Wtórny,Blok,3 pokoje,Gdynia, Cisowa,10294.0
540000.0,48.0,1,Wtórny,Blok,3 pokoje,Gdynia, Chylonia,11250.0
520000.0,53.0,0,Wtórny,Blok,3 pokoje,Gdynia, Cisowa,9811.0
549000.0,46.0,2,Wtórny,Blok,3 pokoje,Gdynia, Obłuże,11935.0
699000.0,60.0,4,Wtórny,Blok,3 pokoje,Gdynia, Karwiny,11650.0
